الجنسية,المحافظة,المدينة,المنطقة,النوع,السكان
سعودي,مكة المكرمة (مقر الإمارة),نباته,مكة المكرمة,أنثى,13
غير سعودي,مكة المكرمة (مقر الإمارة),نباته,مكة المكرمة,أنثى,93
سعودي,مكة المكرمة (مقر الإمارة),نباته,مكة المكرمة,ذكر,20
غير سعودي,مكة المكرمة (مقر الإمارة),نباته,مكة المكرمة,ذكر,133
سعودي,ينبع,نبط,المدينة المنورة,أنثى,83
سعودي,خليص,نبط,مكة المكرمة,أنثى,90
سعودي,ينبع,نبط,المدينة المنورة,ذكر,77
سعودي,خليص,نبط,مكة المكرمة,ذكر,95
غير سعودي,خليص,نبط,مكة المكرمة,ذكر,10
سعودي,مكة المكرمة (مقر الإمارة),نبع,مكة المكرمة,أنثى,40
غير سعودي,مكة المكرمة (مقر الإمارة),نبع,مكة المكرمة,أنثى,3
سعودي,مكة المكرمة (مقر الإمارة),نبع,مكة المكرمة,ذكر,32
غير سعودي,مكة المكرمة (مقر الإمارة),نبع,مكة المكرمة,ذكر,7
سعودي,الليث,نبع والهيله,مكة المكرمة,أنثى,18
سعودي,الليث,نبع والهيله,مكة المكرمة,ذكر,19
سعودي,الدائر,نبعة,جازان,أنثى,14
سعودي,الدائر,نبعة,جازان,ذكر,12
سعودي,القرى,نبهان,الباحة,أنثى,37
سعودي,القرى,نبهان,الباحة,ذكر,29
غير سعودي,القرى,نبهان,الباحة,ذكر,6
سعودي,رياض الخبراء,نبيها والشنانة,القصيم,أنثى,86
غير سعودي,رياض الخبراء,نبيها والشنانة,القصيم,أنثى,4
سعودي,رياض الخبراء,نبيها والشنانة,القصيم,ذكر,81
غير سعودي,رياض الخبراء,نبيها والشنانة,القصيم,ذكر,15
سعودي,ضمد,نتر,جازان,أنثى,6
سعودي,ضمد,نتر,جازان,ذكر,6
سعودي,الليث,نثيل,مكة المكرمة,أنثى,64
سعودي,الليث,نثيل,مكة المكرمة,ذكر,63
سعودي,المهد,نجار,المدينة المنورة,أنثى,42
سعودي,المهد,نجار,المدينة المنورة,ذكر,44
غير سعودي,المهد,نجار,المدينة المنورة,ذكر,7
سعودي,الدوادمي,نجخ,الرياض,أنثى,330
غير سعودي,الدوادمي,نجخ,الرياض,أنثى,20
سعودي,الدوادمي,نجخ,الرياض,ذكر,309
غير سعودي,الدوادمي,نجخ,الرياض,ذكر,140
سعودي,ضرية,نجخ الجنوبي,القصيم,أنثى,52
سعودي,ضرية,نجخ الجنوبي,القصيم,ذكر,66
غير سعودي,ضرية,نجخ الجنوبي,القصيم,ذكر,9
سعودي,محايل,نجد (وجه نجد),عسير,أنثى,27
سعودي,محايل,نجد (وجه نجد),عسير,ذكر,28
سعودي,محايل,نجد ال سعيدان,عسير,أنثى,8
سعودي,محايل,نجد ال سعيدان,عسير,ذكر,5
سعودي,ثار,نجد الحصان,نجران,أنثى,102
سعودي,ثار,نجد الحصان,نجران,ذكر,94
غير سعودي,ثار,نجد الحصان,نجران,ذكر,21
سعودي,سراة عبيدة,نجد الحيد,عسير,أنثى,14
سعودي,سراة عبيدة,نجد الحيد,عسير,ذكر,15
سعودي,ثار,نجد المملح غراء,نجران,أنثى,22
غير سعودي,ثار,نجد المملح غراء,نجران,أنثى,8
سعودي,ثار,نجد المملح غراء,نجران,ذكر,23
غير سعودي,ثار,نجد المملح غراء,نجران,ذكر,16
سعودي,ثار,نجد لجعه,نجران,أنثى,7
سعودي,ثار,نجد لجعه,نجران,ذكر,3
غير سعودي,ثار,نجد معين,نجران,ذكر,10
سعودي,احد رفيدة,نجدالهجله,عسير,أنثى,12
سعودي,احد رفيدة,نجدالهجله,عسير,ذكر,14
سعودي,نجران (مقر الامارة),نجران,نجران,أنثى,122286
غير سعودي,نجران (مقر الامارة),نجران,نجران,أنثى,29060
سعودي,نجران (مقر الامارة),نجران,نجران,ذكر,122494
غير سعودي,نجران (مقر الامارة),نجران,نجران,ذكر,107591
سعودي,الليث,نجل,مكة المكرمة,أنثى,42
سعودي,بحرة,نجل,مكة المكرمة,أنثى,29
سعودي,مكة المكرمة (مقر الإمارة),نجل,مكة المكرمة,أنثى,46
سعودي,الليث,نجل,مكة المكرمة,ذكر,46
سعودي,بحرة,نجل,مكة المكرمة,ذكر,36
سعودي,مكة المكرمة (مقر الإمارة),نجل,مكة المكرمة,ذكر,56
سعودي,رأس تنورة,نجمة مساكن أرامكو,المنطقة الشرقية,أنثى,93
غير سعودي,رأس تنورة,نجمة مساكن أرامكو,المنطقة الشرقية,أنثى,1356
سعودي,رأس تنورة,نجمة مساكن أرامكو,المنطقة الشرقية,ذكر,99
غير سعودي,رأس تنورة,نجمة مساكن أرامكو,المنطقة الشرقية,ذكر,1587
سعودي,بيشة,نحاص الجديد,عسير,أنثى,135
سعودي,بيشة,نحاص الجديد,عسير,ذكر,114
غير سعودي,بيشة,نحاص الجديد,عسير,ذكر,8
سعودي,بيشة,نحاص القديم,عسير,أنثى,131
غير سعودي,بيشة,نحاص القديم,عسير,أنثى,3
سعودي,بيشة,نحاص القديم,عسير,ذكر,136
غير سعودي,بيشة,نحاص القديم,عسير,ذكر,14
سعودي,رجال المع,نحاير القتاد,عسير,أنثى,4
سعودي,رجال المع,نحاير القتاد,عسير,ذكر,4
سعودي,صبياء,نحس عليان,جازان,أنثى,19
سعودي,صبياء,نحس عليان,جازان,ذكر,17
سعودي,الكامل,نخب,مكة المكرمة,أنثى,75
غير سعودي,الكامل,نخب,مكة المكرمة,أنثى,5
سعودي,الكامل,نخب,مكة المكرمة,ذكر,87
غير سعودي,الكامل,نخب,مكة المكرمة,ذكر,18
سعودي,رجال المع,نخر الثوعه,عسير,أنثى,22
سعودي,رجال المع,نخر الثوعه,عسير,ذكر,10
سعودي,رجال المع,نخر الودن الاعلى,عسير,أنثى,39
سعودي,رجال المع,نخر الودن الاعلى,عسير,ذكر,23
غير سعودي,رجال المع,نخر الودن الاعلى,عسير,ذكر,42
غير سعودي,ابها (مقر الإمارة),نخران,عسير,ذكر,3
سعودي,رابغ,نخل ابوسحيم,مكة المكرمة,أنثى,5
سعودي,رابغ,نخل ابوسحيم,مكة المكرمة,ذكر,3
غير سعودي,رابغ,نخل ابوسحيم,مكة المكرمة,ذكر,15
سعودي,ضباء,نخل المعرش,تبوك,أنثى,6
غير سعودي,ضباء,نخل المعرش,تبوك,أنثى,3
سعودي,ضباء,نخل المعرش,تبوك,ذكر,17
غير سعودي,ضباء,نخل المعرش,تبوك,ذكر,119
سعودي,المهد,نخل مغور,المدينة المنورة,أنثى,10
سعودي,المهد,نخل مغور,المدينة المنورة,ذكر,12
سعودي,صبياء,نخلان,جازان,أنثى,452
غير سعودي,صبياء,نخلان,جازان,أنثى,30
سعودي,صبياء,نخلان,جازان,ذكر,491
غير سعودي,صبياء,نخلان,جازان,ذكر,75
سعودي,الحائط,نخلة,حائل,أنثى,39
سعودي,الحائط,نخلة,حائل,ذكر,37
سعودي,المجمعة,نخيل الشمالي,الرياض,أنثى,31
سعودي,المجمعة,نخيل الشمالي,الرياض,ذكر,30
غير سعودي,المجمعة,نخيل الشمالي,الرياض,ذكر,7
سعودي,القويعية,نخيلان,الرياض,أنثى,207
غير سعودي,القويعية,نخيلان,الرياض,أنثى,11
سعودي,القويعية,نخيلان,الرياض,ذكر,222
غير سعودي,القويعية,نخيلان,الرياض,ذكر,69
سعودي,بيشة,ندوان,عسير,أنثى,33
سعودي,بيشة,ندوان,عسير,ذكر,25
سعودي,المدينة المنورة (مقر الامارة),نديفة,المدينة المنورة,أنثى,20
سعودي,المدينة المنورة (مقر الامارة),نديفة,المدينة المنورة,ذكر,9
سعودي,الريث,نذاء,جازان,أنثى,6
سعودي,الريث,نذاء,جازان,ذكر,6
سعودي,بدر الجنوب,نزغه,نجران,أنثى,72
سعودي,بدر الجنوب,نزغه,نجران,ذكر,66
غير سعودي,بدر الجنوب,نزغه,نجران,ذكر,5
سعودي,الكامل,نزلة خويتم,مكة المكرمة,أنثى,4
سعودي,الكامل,نزلة خويتم,مكة المكرمة,ذكر,6
سعودي,الكامل,نزلة ضيف الله غطيشان,مكة المكرمة,أنثى,44
غير سعودي,الكامل,نزلة ضيف الله غطيشان,مكة المكرمة,أنثى,5
سعودي,الكامل,نزلة ضيف الله غطيشان,مكة المكرمة,ذكر,40
غير سعودي,الكامل,نزلة ضيف الله غطيشان,مكة المكرمة,ذكر,56
سعودي,بدر,نزله ابو حواء,المدينة المنورة,أنثى,8
سعودي,بدر,نزله ابو حواء,المدينة المنورة,ذكر,11
غير سعودي,بدر,نزله ابو حواء,المدينة المنورة,ذكر,5
سعودي,رابغ,نزله الامير (السهياء),مكة المكرمة,أنثى,130
غير سعودي,رابغ,نزله الامير (السهياء),مكة المكرمة,أنثى,4
سعودي,رابغ,نزله الامير (السهياء),مكة المكرمة,ذكر,150
غير سعودي,رابغ,نزله الامير (السهياء),مكة المكرمة,ذكر,7
سعودي,بدر,نزله البحره (الصمد الاخضر),المدينة المنورة,أنثى,79
سعودي,بدر,نزله البحره (الصمد الاخضر),المدينة المنورة,ذكر,95
سعودي,الجموم,نزله البشور بالفيض,مكة المكرمة,أنثى,77
سعودي,الجموم,نزله البشور بالفيض,مكة المكرمة,ذكر,71
غير سعودي,الجموم,نزله البشور بالفيض,مكة المكرمة,ذكر,3
سعودي,الجموم,نزله البشور بقرن سرور,مكة المكرمة,أنثى,351
غير سعودي,الجموم,نزله البشور بقرن سرور,مكة المكرمة,أنثى,10
سعودي,الجموم,نزله البشور بقرن سرور,مكة المكرمة,ذكر,347
غير سعودي,الجموم,نزله البشور بقرن سرور,مكة المكرمة,ذكر,37
سعودي,بدر,نزله الحميمه,المدينة المنورة,أنثى,3
سعودي,بدر,نزله الصمد,المدينة المنورة,أنثى,14
سعودي,بدر,نزله الصمد,المدينة المنورة,ذكر,12
سعودي,بدر,نزله الصواعد,المدينة المنورة,أنثى,192
غير سعودي,بدر,نزله الصواعد,المدينة المنورة,أنثى,3
سعودي,بدر,نزله الصواعد,المدينة المنورة,ذكر,178
غير سعودي,بدر,نزله الصواعد,المدينة المنورة,ذكر,9
سعودي,الجموم,نزله القرشان,مكة المكرمة,أنثى,179
غير سعودي,الجموم,نزله القرشان,مكة المكرمة,أنثى,25
سعودي,الجموم,نزله القرشان,مكة المكرمة,ذكر,204
غير سعودي,الجموم,نزله القرشان,مكة المكرمة,ذكر,57
سعودي,محايل,نزله المطروح (الزمف),عسير,أنثى,54
سعودي,محايل,نزله المطروح (الزمف),عسير,ذكر,47
غير سعودي,محايل,نزله المطروح (الزمف),عسير,ذكر,3
سعودي,بدر,نزله بشير,المدينة المنورة,أنثى,11
سعودي,بدر,نزله بشير,المدينة المنورة,ذكر,12
غير سعودي,بدر,نزله بشير,المدينة المنورة,ذكر,3
سعودي,الكامل,نزله حبيب الله,مكة المكرمة,أنثى,8
سعودي,الكامل,نزله حبيب الله,مكة المكرمة,ذكر,5
سعودي,بدر,نزله عامر بن عمران,المدينة المنورة,أنثى,76
سعودي,بدر,نزله عامر بن عمران,المدينة المنورة,ذكر,81
غير سعودي,بدر,نزله عامر بن عمران,المدينة المنورة,ذكر,6
سعودي,بدر,نزله عبدالله الرتوعي,المدينة المنورة,أنثى,20
سعودي,بدر,نزله عبدالله الرتوعي,المدينة المنورة,ذكر,22
سعودي,الكامل,نزله عبدالله بن رشيد,مكة المكرمة,ذكر,4
سعودي,بدر,نزله نافع الحجلى,المدينة المنورة,أنثى,22
سعودي,بدر,نزله نافع الحجلى,المدينة المنورة,ذكر,20
سعودي,بدر,نزله هويمل (بئر جابر),المدينة المنورة,أنثى,5
سعودي,بدر,نزله هويمل (بئر جابر),المدينة المنورة,ذكر,10
سعودي,ثار,نسر (آبار حمى الأثرية),نجران,أنثى,223
سعودي,ثار,نسر (آبار حمى الأثرية),نجران,ذكر,184
غير سعودي,ثار,نسر (آبار حمى الأثرية),نجران,ذكر,10
