,الجنسية,المحافظة,المدينة,المنطقة,النوع,السكان
35153,غير سعودي,ابو عريش,خضيره عياش,جازان,أنثى,18
35154,سعودي,ابو عريش,خضيره عياش,جازان,ذكر,671
35155,غير سعودي,ابو عريش,خضيره عياش,جازان,ذكر,88
35156,سعودي,بيش,خط ازهر,جازان,أنثى,14
35157,سعودي,بيش,خط ازهر,جازان,ذكر,20
35158,سعودي,القنفذة,خطم الجاره,مكة المكرمة,أنثى,43
35159,سعودي,القنفذة,خطم الجاره,مكة المكرمة,ذكر,39
35160,سعودي,الدوادمي,خطماء,الرياض,أنثى,23
35161,سعودي,الدوادمي,خطماء,الرياض,ذكر,21
35162,غير سعودي,الدوادمي,خطماء,الرياض,ذكر,4
35163,سعودي,العارضة,خطو السرى,جازان,أنثى,38
35164,سعودي,العارضة,خطو السرى,جازان,ذكر,38
35165,سعودي,الدائر,خطوة الرجوع,جازان,أنثى,35
35166,سعودي,الدائر,خطوة الرجوع,جازان,ذكر,34
35167,سعودي,الدائر,خطوة القرية,جازان,أنثى,9
35168,سعودي,الدائر,خطوة القرية,جازان,ذكر,12
35169,سعودي,الريث,خطوة النيد,جازان,أنثى,8
35170,سعودي,الريث,خطوة النيد,جازان,ذكر,19
35171,سعودي,العيدابي,خطوه ام نصر,جازان,أنثى,128
35172,سعودي,العيدابي,خطوه ام نصر,جازان,ذكر,126
35173,غير سعودي,العيدابي,خطوه ام نصر,جازان,ذكر,4
35174,سعودي,الدائر,خطيبه,جازان,أنثى,49
35175,سعودي,الدائر,خطيبه,جازان,ذكر,43
35176,سعودي,الدوادمي,خف,الرياض,أنثى,183
35177,غير سعودي,الدوادمي,خف,الرياض,أنثى,24
35178,سعودي,الدوادمي,خف,الرياض,ذكر,168
35179,غير سعودي,الدوادمي,خف,الرياض,ذكر,86
35180,سعودي,ميسان,خفاش,مكة المكرمة,أنثى,12
35181,سعودي,ميسان,خفاش,مكة المكرمة,ذكر,10
35182,سعودي,الطائف,خفاشة,مكة المكرمة,أنثى,11
35183,سعودي,الطائف,خفاشة,مكة المكرمة,ذكر,8
35184,غير سعودي,الدلم,خفس دغره,الرياض,ذكر,23
35185,غير سعودي,الحائط,خفيج ام هشيم,حائل,ذكر,7
35186,سعودي,الحائط,خفيج بن مخلد,حائل,أنثى,25
35187,غير سعودي,الحائط,خفيج بن مخلد,حائل,أنثى,3
35188,سعودي,الحائط,خفيج بن مخلد,حائل,ذكر,20
35189,غير سعودي,الحائط,خفيج بن مخلد,حائل,ذكر,9
35190,سعودي,الغاط,خل ابو سدره,الرياض,أنثى,12
35191,سعودي,الغاط,خل ابو سدره,الرياض,ذكر,4
35192,غير سعودي,الغاط,خل ابو سدره,الرياض,ذكر,26
35193,غير سعودي,الزلفي,خل الحميدي,الرياض,ذكر,3
35194,سعودي,أضم,خل الشعراء,مكة المكرمة,أنثى,34
35195,سعودي,أضم,خل الشعراء,مكة المكرمة,ذكر,31
35196,سعودي,بحرة,خلاب,مكة المكرمة,أنثى,77
35197,سعودي,بحرة,خلاب,مكة المكرمة,ذكر,68
35198,غير سعودي,الاحساء,خلاطة اسفلت شركة اجزالا,المنطقة الشرقية,ذكر,3
35199,سعودي,محايل,خلال,عسير,أنثى,40
35200,سعودي,محايل,خلال,عسير,ذكر,37
35201,سعودي,ابها (مقر الإمارة),خلاوي,عسير,أنثى,63
35202,سعودي,ابها (مقر الإمارة),خلاوي,عسير,ذكر,58
35203,سعودي,تثليث,خلايل,عسير,أنثى,134
35204,سعودي,تثليث,خلايل,عسير,ذكر,126
35205,غير سعودي,تثليث,خلايل,عسير,ذكر,13
35206,سعودي,الدرب,خلج,جازان,أنثى,76
35207,سعودي,الدرب,خلج,جازان,ذكر,65
35208,غير سعودي,الدرب,خلج,جازان,ذكر,8
35209,سعودي,محايل,خلصة,عسير,أنثى,153
35210,سعودي,محايل,خلصة,عسير,ذكر,145
35211,سعودي,بارق,خلصه نصبه,عسير,أنثى,11
35212,سعودي,بارق,خلصه نصبه,عسير,ذكر,20
35213,غير سعودي,بارق,خلصه نصبه,عسير,ذكر,3
35214,سعودي,العيدابي,خلف السلب جميمه,جازان,أنثى,20
35215,سعودي,العيدابي,خلف السلب جميمه,جازان,ذكر,10
35216,سعودي,رجال المع,خلف مجوف,عسير,أنثى,27
35217,سعودي,رجال المع,خلف مجوف,عسير,ذكر,27
35218,غير سعودي,رجال المع,خلف مجوف,عسير,ذكر,3
35219,سعودي,صامطة,خلفه الساده,جازان,أنثى,49
35220,غير سعودي,صامطة,خلفه الساده,جازان,أنثى,7
35221,سعودي,صامطة,خلفه الساده,جازان,ذكر,50
35222,غير سعودي,صامطة,خلفه الساده,جازان,ذكر,21
35223,سعودي,محايل,خلفه القهبه,عسير,أنثى,27
35224,سعودي,محايل,خلفه القهبه,عسير,ذكر,35
35225,غير سعودي,محايل,خلفه القهبه,عسير,ذكر,4
35226,سعودي,بارق,خلفه المرباح,عسير,أنثى,20
35227,سعودي,بارق,خلفه المرباح,عسير,ذكر,15
35228,سعودي,القنفذة,خلفين,مكة المكرمة,أنثى,17
35229,سعودي,القنفذة,خلفين,مكة المكرمة,ذكر,28
35230,غير سعودي,القنفذة,خلفين,مكة المكرمة,ذكر,84
35231,سعودي,ابها (مقر الإمارة),خلل الزهيره,عسير,أنثى,71
35232,سعودي,ابها (مقر الإمارة),خلل الزهيره,عسير,ذكر,61
35233,سعودي,ابها (مقر الإمارة),خلل الواجهات,عسير,أنثى,14
35234,سعودي,ابها (مقر الإمارة),خلل الواجهات,عسير,ذكر,12
35235,سعودي,بارق,خلوفه,عسير,ذكر,3
35236,سعودي,بالقرن,خليده,عسير,أنثى,12
35237,سعودي,بالقرن,خليده,عسير,ذكر,7
35238,غير سعودي,بالقرن,خليده,عسير,ذكر,8
35239,سعودي,خليص,خليص,مكة المكرمة,أنثى,7427
35240,غير سعودي,خليص,خليص,مكة المكرمة,أنثى,1118
35241,سعودي,خليص,خليص,مكة المكرمة,ذكر,7233
35242,غير سعودي,خليص,خليص,مكة المكرمة,ذكر,4361
35243,سعودي,وادى الدواسر,خليفه,الرياض,أنثى,5
35244,سعودي,وادى الدواسر,خليفه,الرياض,ذكر,6
35245,سعودي,الطائف,خماس,مكة المكرمة,أنثى,37
35246,غير سعودي,الطائف,خماس,مكة المكرمة,أنثى,3
35247,سعودي,الطائف,خماس,مكة المكرمة,ذكر,23
35248,سعودي,محايل,خماش,عسير,ذكر,4
35249,سعودي,أضم,خمران,مكة المكرمة,أنثى,72
35250,سعودي,أضم,خمران,مكة المكرمة,ذكر,64
35251,غير سعودي,أضم,خمران,مكة المكرمة,ذكر,5
35252,سعودي,محايل,خمرين,عسير,أنثى,85
35253,سعودي,محايل,خمرين,عسير,ذكر,99
35254,غير سعودي,محايل,خمرين,عسير,ذكر,12
35255,سعودي,قلوة,خميس الشعراء,الباحة,أنثى,431
35256,غير سعودي,قلوة,خميس الشعراء,الباحة,أنثى,6
35257,سعودي,قلوة,خميس الشعراء,الباحة,ذكر,413
35258,غير سعودي,قلوة,خميس الشعراء,الباحة,ذكر,75
35259,سعودي,القنفذة,خميس حرب,مكة المكرمة,أنثى,286
35260,غير سعودي,القنفذة,خميس حرب,مكة المكرمة,أنثى,7
35261,سعودي,القنفذة,خميس حرب,مكة المكرمة,ذكر,270
35262,غير سعودي,القنفذة,خميس حرب,مكة المكرمة,ذكر,80
35263,سعودي,رجال المع,خميس كسان,عسير,أنثى,146
35264,غير سعودي,رجال المع,خميس كسان,عسير,أنثى,10
35265,سعودي,رجال المع,خميس كسان,عسير,ذكر,166
35266,غير سعودي,رجال المع,خميس كسان,عسير,ذكر,54
35267,سعودي,خميس  مشيط,خميس مشيط,عسير,أنثى,161902
35268,غير سعودي,خميس  مشيط,خميس مشيط,عسير,أنثى,34112
35269,سعودي,خميس  مشيط,خميس مشيط,عسير,ذكر,162612
35270,غير سعودي,خميس  مشيط,خميس مشيط,عسير,ذكر,176439
35271,سعودي,محايل,خميس مطير,عسير,أنثى,711
35272,غير سعودي,محايل,خميس مطير,عسير,أنثى,8
35273,سعودي,محايل,خميس مطير,عسير,ذكر,625
35274,غير سعودي,محايل,خميس مطير,عسير,ذكر,117
35275,سعودي,العرضيات,خميس ناخس,مكة المكرمة,أنثى,42
35276,سعودي,العرضيات,خميس ناخس,مكة المكرمة,ذكر,33
35277,غير سعودي,العرضيات,خميس ناخس,مكة المكرمة,ذكر,11
35278,سعودي,العارضة,خميعه,جازان,أنثى,67
35279,سعودي,ضمد,خميعه,جازان,أنثى,85
35280,غير سعودي,ضمد,خميعه,جازان,أنثى,6
35281,سعودي,العارضة,خميعه,جازان,ذكر,60
35282,غير سعودي,العارضة,خميعه,جازان,ذكر,3
35283,سعودي,ضمد,خميعه,جازان,ذكر,79
35284,غير سعودي,ضمد,خميعه,جازان,ذكر,17
35285,سعودي,المهد,خنقة المزرع,المدينة المنورة,أنثى,50
35286,سعودي,المهد,خنقة المزرع,المدينة المنورة,ذكر,38
35287,سعودي,السليمي,خنقة قني,حائل,أنثى,15
35288,سعودي,السليمي,خنقة قني,حائل,ذكر,21
35289,سعودي,بيشة,خنيزة,عسير,أنثى,233
35290,غير سعودي,بيشة,خنيزة,عسير,أنثى,40
35291,سعودي,بيشة,خنيزة,عسير,ذكر,230
35292,غير سعودي,بيشة,خنيزة,عسير,ذكر,56
35293,سعودي,الدائر,خو مسعود,جازان,أنثى,43
35294,سعودي,الدائر,خو مسعود,جازان,ذكر,71
35295,سعودي,رابغ,خوانه وخويونيه,مكة المكرمة,أنثى,69
35296,سعودي,رابغ,خوانه وخويونيه,مكة المكرمة,ذكر,77
35297,غير سعودي,رابغ,خوانه وخويونيه,مكة المكرمة,ذكر,8
35298,سعودي,بقيق,خور الذيابه,المنطقة الشرقية,أنثى,27
35299,غير سعودي,بقيق,خور الذيابه,المنطقة الشرقية,أنثى,6
35300,سعودي,بقيق,خور الذيابه,المنطقة الشرقية,ذكر,32
35301,غير سعودي,بقيق,خور الذيابه,المنطقة الشرقية,ذكر,34
35302,سعودي,بقيق,خور تعيب,المنطقة الشرقية,أنثى,7
35303,سعودي,بقيق,خور تعيب,المنطقة الشرقية,ذكر,7
35304,غير سعودي,بقيق,خور تعيب,المنطقة الشرقية,ذكر,8
35305,سعودي,سكاكا (مقر الامارة),خوعاء,الجوف,أنثى,547
35306,غير سعودي,سكاكا (مقر الامارة),خوعاء,الجوف,أنثى,6
35307,سعودي,سكاكا (مقر الامارة),خوعاء,الجوف,ذكر,601
35308,غير سعودي,سكاكا (مقر الامارة),خوعاء,الجوف,ذكر,97
35309,سعودي,الدائر,خوعمه,جازان,ذكر,4
35310,سعودي,بيشة,خولان,عسير,أنثى,17
35311,سعودي,بيشة,خولان,عسير,ذكر,13
35312,غير سعودي,فرسان,خوله,جازان,ذكر,3
35313,سعودي,القويعية,خويطره بالسدريه,الرياض,أنثى,22
35314,سعودي,القويعية,خويطره بالسدريه,الرياض,ذكر,18
35315,سعودي,خيبر,خيبر,المدينة المنورة,أنثى,6381
35316,غير سعودي,خيبر,خيبر,المدينة المنورة,أنثى,599
35317,سعودي,بيشة,خيبر,عسير,أنثى,151
35318,سعودي,خيبر,خيبر,المدينة المنورة,ذكر,5734
35319,غير سعودي,خيبر,خيبر,المدينة المنورة,ذكر,3174
35320,سعودي,بيشة,خيبر,عسير,ذكر,130
35321,غير سعودي,بيشة,خيبر,عسير,ذكر,4
35322,سعودي,خميس  مشيط,خيبر الجنوب,عسير,أنثى,948
35323,غير سعودي,خميس  مشيط,خيبر الجنوب,عسير,أنثى,67
35324,سعودي,خميس  مشيط,خيبر الجنوب,عسير,ذكر,868
35325,غير سعودي,خميس  مشيط,خيبر الجنوب,عسير,ذكر,310
35326,سعودي,السليل,خيران,الرياض,أنثى,626
35327,غير سعودي,السليل,خيران,الرياض,أنثى,30
35328,سعودي,العيدابي,خيران,جازان,أنثى,10
35329,سعودي,السليل,خيران,الرياض,ذكر,584
35330,غير سعودي,السليل,خيران,الرياض,ذكر,108
35331,سعودي,العيدابي,خيران,جازان,ذكر,10
35332,سعودي,بني حسن,خيره,الباحة,أنثى,247
35333,غير سعودي,بني حسن,خيره,الباحة,أنثى,11
35334,سعودي,بدر الجنوب,خيره,نجران,أنثى,163
35335,غير سعودي,بدر الجنوب,خيره,نجران,أنثى,7
35336,سعودي,بني حسن,خيره,الباحة,ذكر,231
35337,غير سعودي,بني حسن,خيره,الباحة,ذكر,82
35338,سعودي,بدر الجنوب,خيره,نجران,ذكر,121
35339,غير سعودي,بدر الجنوب,خيره,نجران,ذكر,14
35340,سعودي,رابغ,خيف السوق,مكة المكرمة,أنثى,4
35341,سعودي,رابغ,خيف السوق,مكة المكرمة,ذكر,3
35342,غير سعودي,رابغ,خيف السوق,مكة المكرمة,ذكر,7
